technology,component,component_confidence,component_reasoning,material,material_confidence,material_reasoning,hs_code,country,meas_unit,amount,percentage,country_confidence,country_reasoning
Capacitive Soil Moisture Sensor Probe (with MCU + radio),Control System,0.9,Consensus among all agents and critiques underlines that PCB is essential to integrate components physically and electrically.,Fiberglass,0.85,Used as reinforcement filler in PCB laminates to provide mechanical strength; standard in PCB substrates.,701939,India,metric tons,0.0,10.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Fiberglass
Capacitive Soil Moisture Sensor Probe (with MCU + radio),Control System,0.9,Consensus among all agents and critiques underlines that PCB is essential to integrate components physically and electrically.,Fiberglass,0.85,Used as reinforcement filler in PCB laminates to provide mechanical strength; standard in PCB substrates.,701939,"Europe (Germany, France, Italy aggregated)",metric tons,0.0,12.0,0.7,LLM fallback cache (previously computed) - no USGS data available for Fiberglass
Capacitive Soil Moisture Sensor Probe (with MCU + radio),Control System,0.9,Consensus among all agents and critiques underlines that PCB is essential to integrate components physically and electrically.,Fiberglass,0.85,Used as reinforcement filler in PCB laminates to provide mechanical strength; standard in PCB substrates.,701939,Japan,metric tons,0.0,8.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Fiberglass
Capacitive Soil Moisture Sensor Probe (with MCU + radio),Control System,0.9,Consensus among all agents and critiques underlines that PCB is essential to integrate components physically and electrically.,Tin,0.8,Typically used in solder alloys for component attachment; tin is a key solder material though lead-free and mixed solders vary.,800110,CHINA,METRIC TONS,68000.0,23.45,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Capacitive Soil Moisture Sensor Probe (with MCU + radio),Control System,0.9,Consensus among all agents and critiques underlines that PCB is essential to integrate components physically and electrically.,Tin,0.8,Typically used in solder alloys for component attachment; tin is a key solder material though lead-free and mixed solders vary.,800110,BURMA,METRIC TONS,54000.0,18.62,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Capacitive Soil Moisture Sensor Probe (with MCU + radio),Control System,0.9,Consensus among all agents and critiques underlines that PCB is essential to integrate components physically and electrically.,Tin,0.8,Typically used in solder alloys for component attachment; tin is a key solder material though lead-free and mixed solders vary.,800110,INDONESIA,METRIC TONS,52000.0,17.93,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Capacitive Soil Moisture Sensor Probe (with MCU + radio),Control System,0.9,Consensus among all agents and critiques underlines that PCB is essential to integrate components physically and electrically.,Tin,0.8,Typically used in solder alloys for component attachment; tin is a key solder material though lead-free and mixed solders vary.,800110,PERU,METRIC TONS,23000.0,7.93,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Capacitive Soil Moisture Sensor Probe (with MCU + radio),Control System,0.9,Consensus among all agents and critiques underlines that PCB is essential to integrate components physically and electrically.,Tin,0.8,Typically used in solder alloys for component attachment; tin is a key solder material though lead-free and mixed solders vary.,800110,CONGO,METRIC TONS,19000.0,6.55,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Capacitive Soil Moisture Sensor Probe (with MCU + radio),Control System,0.9,Consensus among all agents and critiques underlines that PCB is essential to integrate components physically and electrically.,Silver,0.6,Commonly used in high-quality PCB surface finishes and solder pastes; substitutes include nickel and gold but silver is common.,710610,MEXICO,METRIC TONS,6400.0,24.62,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Capacitive Soil Moisture Sensor Probe (with MCU + radio),Control System,0.9,Consensus among all agents and critiques underlines that PCB is essential to integrate components physically and electrically.,Silver,0.6,Commonly used in high-quality PCB surface finishes and solder pastes; substitutes include nickel and gold but silver is common.,710610,CHINA,METRIC TONS,3400.0,13.08,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Capacitive Soil Moisture Sensor Probe (with MCU + radio),Control System,0.9,Consensus among all agents and critiques underlines that PCB is essential to integrate components physically and electrically.,Silver,0.6,Commonly used in high-quality PCB surface finishes and solder pastes; substitutes include nickel and gold but silver is common.,710610,PERU,METRIC TONS,3100.0,11.92,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Capacitive Soil Moisture Sensor Probe (with MCU + radio),Control System,0.9,Consensus among all agents and critiques underlines that PCB is essential to integrate components physically and electrically.,Silver,0.6,Commonly used in high-quality PCB surface finishes and solder pastes; substitutes include nickel and gold but silver is common.,710610,OTHER,METRIC TONS,3000.0,11.54,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Capacitive Soil Moisture Sensor Probe (with MCU + radio),Control System,0.9,Consensus among all agents and critiques underlines that PCB is essential to integrate components physically and electrically.,Silver,0.6,Commonly used in high-quality PCB surface finishes and solder pastes; substitutes include nickel and gold but silver is common.,710610,CHILE,METRIC TONS,1400.0,5.38,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Pressure Vessel,1.0,"The core containment unit for the biological culture, present in every bioreactor; procured as a standalone module and varies in size and material depending on application.",Stainless steel (SS 316),0.95,"The bioreactor vessel structure requires corrosion-resistant, biocompatible metal, and Stainless steel (SS 316) is the industry standard material due to its chemical resistance and sterilization capability.",722000,China,metric tons,0.0,36.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Pressure Vessel,1.0,"The core containment unit for the biological culture, present in every bioreactor; procured as a standalone module and varies in size and material depending on application.",Stainless steel (SS 316),0.95,"The bioreactor vessel structure requires corrosion-resistant, biocompatible metal, and Stainless steel (SS 316) is the industry standard material due to its chemical resistance and sterilization capability.",722000,Japan,metric tons,0.0,28.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Pressure Vessel,1.0,"The core containment unit for the biological culture, present in every bioreactor; procured as a standalone module and varies in size and material depending on application.",Stainless steel (SS 316),0.95,"The bioreactor vessel structure requires corrosion-resistant, biocompatible metal, and Stainless steel (SS 316) is the industry standard material due to its chemical resistance and sterilization capability.",722000,India,metric tons,0.0,21.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Pressure Vessel,1.0,"The core containment unit for the biological culture, present in every bioreactor; procured as a standalone module and varies in size and material depending on application.",Stainless steel (SS 316),0.95,"The bioreactor vessel structure requires corrosion-resistant, biocompatible metal, and Stainless steel (SS 316) is the industry standard material due to its chemical resistance and sterilization capability.",722000,United States,metric tons,0.0,14.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Pressure Vessel,1.0,"The core containment unit for the biological culture, present in every bioreactor; procured as a standalone module and varies in size and material depending on application.",Stainless steel (SS 316),0.95,"The bioreactor vessel structure requires corrosion-resistant, biocompatible metal, and Stainless steel (SS 316) is the industry standard material due to its chemical resistance and sterilization capability.",722000,South Korea,metric tons,0.0,11.0,0.65,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Pressure Vessel,1.0,"The core containment unit for the biological culture, present in every bioreactor; procured as a standalone module and varies in size and material depending on application.",Glass,0.7,"Glass can be used for observation windows or small vessels to allow visibility and chemical inertness, common in smaller scale bioreactors but alternatives exist.",700800,China,metric tons,0.0,63.0,0.95,LLM fallback cache (previously computed) - no USGS data available for Glass
Bioreactor,Pressure Vessel,1.0,"The core containment unit for the biological culture, present in every bioreactor; procured as a standalone module and varies in size and material depending on application.",Glass,0.7,"Glass can be used for observation windows or small vessels to allow visibility and chemical inertness, common in smaller scale bioreactors but alternatives exist.",700800,United States,metric tons,0.0,12.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Glass
Bioreactor,Pressure Vessel,1.0,"The core containment unit for the biological culture, present in every bioreactor; procured as a standalone module and varies in size and material depending on application.",Glass,0.7,"Glass can be used for observation windows or small vessels to allow visibility and chemical inertness, common in smaller scale bioreactors but alternatives exist.",700800,Germany,metric tons,0.0,7.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Glass
Bioreactor,Pressure Vessel,1.0,"The core containment unit for the biological culture, present in every bioreactor; procured as a standalone module and varies in size and material depending on application.",Glass,0.7,"Glass can be used for observation windows or small vessels to allow visibility and chemical inertness, common in smaller scale bioreactors but alternatives exist.",700800,India,metric tons,0.0,6.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
Bioreactor,Pressure Vessel,1.0,"The core containment unit for the biological culture, present in every bioreactor; procured as a standalone module and varies in size and material depending on application.",Glass,0.7,"Glass can be used for observation windows or small vessels to allow visibility and chemical inertness, common in smaller scale bioreactors but alternatives exist.",700800,Japan,metric tons,0.0,5.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Glass
Bioreactor,Agitation System,0.95,"Central to mixing and mass transfer within the vessel, typically procured as a separate mechanical subassembly.",Stainless steel (SS 316),0.9,Impeller and agitated parts must resist corrosion and sterilization; SS 316 is standard and critical for mechanical strength and chemical resistance.,722000,China,metric tons,0.0,36.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Agitation System,0.95,"Central to mixing and mass transfer within the vessel, typically procured as a separate mechanical subassembly.",Stainless steel (SS 316),0.9,Impeller and agitated parts must resist corrosion and sterilization; SS 316 is standard and critical for mechanical strength and chemical resistance.,722000,Japan,metric tons,0.0,28.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Agitation System,0.95,"Central to mixing and mass transfer within the vessel, typically procured as a separate mechanical subassembly.",Stainless steel (SS 316),0.9,Impeller and agitated parts must resist corrosion and sterilization; SS 316 is standard and critical for mechanical strength and chemical resistance.,722000,India,metric tons,0.0,21.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Agitation System,0.95,"Central to mixing and mass transfer within the vessel, typically procured as a separate mechanical subassembly.",Stainless steel (SS 316),0.9,Impeller and agitated parts must resist corrosion and sterilization; SS 316 is standard and critical for mechanical strength and chemical resistance.,722000,United States,metric tons,0.0,14.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Agitation System,0.95,"Central to mixing and mass transfer within the vessel, typically procured as a separate mechanical subassembly.",Stainless steel (SS 316),0.9,Impeller and agitated parts must resist corrosion and sterilization; SS 316 is standard and critical for mechanical strength and chemical resistance.,722000,South Korea,metric tons,0.0,11.0,0.65,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Agitation System,0.95,"Central to mixing and mass transfer within the vessel, typically procured as a separate mechanical subassembly.",Titanium,0.6,Titanium may be used in high-end or specialized applications for corrosion resistance but less common due to cost.,810810,China,metric tons of titanium mineral concentrates,0.0,50.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Titanium
Bioreactor,Agitation System,0.95,"Central to mixing and mass transfer within the vessel, typically procured as a separate mechanical subassembly.",Titanium,0.6,Titanium may be used in high-end or specialized applications for corrosion resistance but less common due to cost.,810810,Australia,metric tons of titanium mineral concentrates,0.0,20.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Titanium
Bioreactor,Agitation System,0.95,"Central to mixing and mass transfer within the vessel, typically procured as a separate mechanical subassembly.",Titanium,0.6,Titanium may be used in high-end or specialized applications for corrosion resistance but less common due to cost.,810810,South Africa,metric tons of titanium mineral concentrates,0.0,15.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Titanium
Bioreactor,Agitation System,0.95,"Central to mixing and mass transfer within the vessel, typically procured as a separate mechanical subassembly.",Titanium,0.6,Titanium may be used in high-end or specialized applications for corrosion resistance but less common due to cost.,810810,India,metric tons of titanium mineral concentrates,0.0,8.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Titanium
Bioreactor,Agitation System,0.95,"Central to mixing and mass transfer within the vessel, typically procured as a separate mechanical subassembly.",Titanium,0.6,Titanium may be used in high-end or specialized applications for corrosion resistance but less common due to cost.,810810,Vietnam,metric tons of titanium mineral concentrates,0.0,5.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Titanium
Bioreactor,Agitation System,0.95,Essential for mixing culture media and maintaining homogeneity; typically a separate mechanical assembly within the vessel.,Stainless steel (SS 316),0.95,"The shaft and agitator must be durable, corrosion resistant and biocompatible; Stainless steel (SS 316) is standard across the industry.",722000,China,metric tons,0.0,36.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Agitation System,0.95,Essential for mixing culture media and maintaining homogeneity; typically a separate mechanical assembly within the vessel.,Stainless steel (SS 316),0.95,"The shaft and agitator must be durable, corrosion resistant and biocompatible; Stainless steel (SS 316) is standard across the industry.",722000,Japan,metric tons,0.0,28.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Agitation System,0.95,Essential for mixing culture media and maintaining homogeneity; typically a separate mechanical assembly within the vessel.,Stainless steel (SS 316),0.95,"The shaft and agitator must be durable, corrosion resistant and biocompatible; Stainless steel (SS 316) is standard across the industry.",722000,India,metric tons,0.0,21.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Agitation System,0.95,Essential for mixing culture media and maintaining homogeneity; typically a separate mechanical assembly within the vessel.,Stainless steel (SS 316),0.95,"The shaft and agitator must be durable, corrosion resistant and biocompatible; Stainless steel (SS 316) is standard across the industry.",722000,United States,metric tons,0.0,14.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Agitation System,0.95,Essential for mixing culture media and maintaining homogeneity; typically a separate mechanical assembly within the vessel.,Stainless steel (SS 316),0.95,"The shaft and agitator must be durable, corrosion resistant and biocompatible; Stainless steel (SS 316) is standard across the industry.",722000,South Korea,metric tons,0.0,11.0,0.65,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Agitation System,0.95,Essential for mixing culture media and maintaining homogeneity; typically a separate mechanical assembly within the vessel.,Titanium,0.6,Alternative to stainless steel for high corrosion resistance but less common due to higher cost.,810810,China,metric tons of titanium mineral concentrates,0.0,50.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Titanium
Bioreactor,Agitation System,0.95,Essential for mixing culture media and maintaining homogeneity; typically a separate mechanical assembly within the vessel.,Titanium,0.6,Alternative to stainless steel for high corrosion resistance but less common due to higher cost.,810810,Australia,metric tons of titanium mineral concentrates,0.0,20.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Titanium
Bioreactor,Agitation System,0.95,Essential for mixing culture media and maintaining homogeneity; typically a separate mechanical assembly within the vessel.,Titanium,0.6,Alternative to stainless steel for high corrosion resistance but less common due to higher cost.,810810,South Africa,metric tons of titanium mineral concentrates,0.0,15.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Titanium
Bioreactor,Agitation System,0.95,Essential for mixing culture media and maintaining homogeneity; typically a separate mechanical assembly within the vessel.,Titanium,0.6,Alternative to stainless steel for high corrosion resistance but less common due to higher cost.,810810,India,metric tons of titanium mineral concentrates,0.0,8.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Titanium
Bioreactor,Agitation System,0.95,Essential for mixing culture media and maintaining homogeneity; typically a separate mechanical assembly within the vessel.,Titanium,0.6,Alternative to stainless steel for high corrosion resistance but less common due to higher cost.,810810,Vietnam,metric tons of titanium mineral concentrates,0.0,5.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Titanium
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Aluminum,0.85,Enclosure frames and heat sinks are typically Aluminum for light weight and conductivity.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Aluminum,0.85,Enclosure frames and heat sinks are typically Aluminum for light weight and conductivity.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Aluminum,0.85,Enclosure frames and heat sinks are typically Aluminum for light weight and conductivity.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Aluminum,0.85,Enclosure frames and heat sinks are typically Aluminum for light weight and conductivity.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Aluminum,0.85,Enclosure frames and heat sinks are typically Aluminum for light weight and conductivity.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Silicon,0.9,"Semiconductor material essential for integrated circuits inside instrumentation controls, universally used.",280469,CHINA,THOUSAND METRIC TONS,3600.0,40.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Silicon,0.9,"Semiconductor material essential for integrated circuits inside instrumentation controls, universally used.",280469,RUSSIA,THOUSAND METRIC TONS,570.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Silicon,0.9,"Semiconductor material essential for integrated circuits inside instrumentation controls, universally used.",280469,BRAZIL,THOUSAND METRIC TONS,190.0,2.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Silicon,0.9,"Semiconductor material essential for integrated circuits inside instrumentation controls, universally used.",280469,NORWAY,THOUSAND METRIC TONS,200.0,2.22,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Silicon,0.9,"Semiconductor material essential for integrated circuits inside instrumentation controls, universally used.",280469,OTHER,THOUSAND METRIC TONS,100.0,1.11,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Copper,0.8,Critical for internal electrical wiring and PCB traces for control systems.,740100,CHINA,THOUSAND METRIC TONS,1700.0,3.47,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Copper,0.8,Critical for internal electrical wiring and PCB traces for control systems.,740100,CHILE,THOUSAND METRIC TONS,5000.0,10.2,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Copper,0.8,Critical for internal electrical wiring and PCB traces for control systems.,740100,OTHER,THOUSAND METRIC TONS,3100.0,6.33,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Copper,0.8,Critical for internal electrical wiring and PCB traces for control systems.,740100,CONGO,THOUSAND METRIC TONS,2500.0,5.1,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Copper,0.8,Critical for internal electrical wiring and PCB traces for control systems.,740100,PERU,THOUSAND METRIC TONS,2600.0,5.31,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Polycarbonate,0.75,Commonly used for transparent protective covers and housings for controls; alternatives exist but polycarbonate is standard.,390690,China,metric tons,0.0,52.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Polycarbonate
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Polycarbonate,0.75,Commonly used for transparent protective covers and housings for controls; alternatives exist but polycarbonate is standard.,390690,South Korea,metric tons,0.0,15.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Polycarbonate
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Polycarbonate,0.75,Commonly used for transparent protective covers and housings for controls; alternatives exist but polycarbonate is standard.,390690,United States,metric tons,0.0,10.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Polycarbonate
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Polycarbonate,0.75,Commonly used for transparent protective covers and housings for controls; alternatives exist but polycarbonate is standard.,390690,Germany,metric tons,0.0,8.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Polycarbonate
Bioreactor,Control System,0.95,"Manages and monitors environmental parameters (temperature, pH, dissolved oxygen); central to modern bioreactors and usually procured as a separate electronic and software module.",Polycarbonate,0.75,Commonly used for transparent protective covers and housings for controls; alternatives exist but polycarbonate is standard.,390690,Japan,metric tons,0.0,7.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Polycarbonate
Bioreactor,Agitation System,0.95,"Critical for mixing and maintaining homogeneity of the culture media, usually a separate mechanical assembly.",Stainless steel (SS 316),0.95,Core material for agitators due to strength and corrosion resistance in bioprocessing environments.,722000,China,metric tons,0.0,36.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Agitation System,0.95,"Critical for mixing and maintaining homogeneity of the culture media, usually a separate mechanical assembly.",Stainless steel (SS 316),0.95,Core material for agitators due to strength and corrosion resistance in bioprocessing environments.,722000,Japan,metric tons,0.0,28.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Agitation System,0.95,"Critical for mixing and maintaining homogeneity of the culture media, usually a separate mechanical assembly.",Stainless steel (SS 316),0.95,Core material for agitators due to strength and corrosion resistance in bioprocessing environments.,722000,India,metric tons,0.0,21.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Agitation System,0.95,"Critical for mixing and maintaining homogeneity of the culture media, usually a separate mechanical assembly.",Stainless steel (SS 316),0.95,Core material for agitators due to strength and corrosion resistance in bioprocessing environments.,722000,United States,metric tons,0.0,14.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Agitation System,0.95,"Critical for mixing and maintaining homogeneity of the culture media, usually a separate mechanical assembly.",Stainless steel (SS 316),0.95,Core material for agitators due to strength and corrosion resistance in bioprocessing environments.,722000,South Korea,metric tons,0.0,11.0,0.65,LLM fallback cache (previously computed) - no USGS data available for Stainless steel (SS 316)
Bioreactor,Agitation System,0.95,"Critical for mixing and maintaining homogeneity of the culture media, usually a separate mechanical assembly.",Titanium,0.6,Possible alternative for specialized corrosion resistance but less frequent.,810810,China,metric tons of titanium mineral concentrates,0.0,50.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Titanium
Bioreactor,Agitation System,0.95,"Critical for mixing and maintaining homogeneity of the culture media, usually a separate mechanical assembly.",Titanium,0.6,Possible alternative for specialized corrosion resistance but less frequent.,810810,Australia,metric tons of titanium mineral concentrates,0.0,20.0,0.9,LLM fallback cache (previously computed) - no USGS data available for Titanium
Bioreactor,Agitation System,0.95,"Critical for mixing and maintaining homogeneity of the culture media, usually a separate mechanical assembly.",Titanium,0.6,Possible alternative for specialized corrosion resistance but less frequent.,810810,South Africa,metric tons of titanium mineral concentrates,0.0,15.0,0.85,LLM fallback cache (previously computed) - no USGS data available for Titanium
Bioreactor,Agitation System,0.95,"Critical for mixing and maintaining homogeneity of the culture media, usually a separate mechanical assembly.",Titanium,0.6,Possible alternative for specialized corrosion resistance but less frequent.,810810,India,metric tons of titanium mineral concentrates,0.0,8.0,0.8,LLM fallback cache (previously computed) - no USGS data available for Titanium
Bioreactor,Agitation System,0.95,"Critical for mixing and maintaining homogeneity of the culture media, usually a separate mechanical assembly.",Titanium,0.6,Possible alternative for specialized corrosion resistance but less frequent.,810810,Vietnam,metric tons of titanium mineral concentrates,0.0,5.0,0.75,LLM fallback cache (previously computed) - no USGS data available for Titanium
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Aluminum,0.85,Frames and housings for control panels typically use Aluminum due to lightweight and heat dissipation.,280300,CHINA,THOUSAND METRIC TONS,41000.0,58.57,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Aluminum,0.85,Frames and housings for control panels typically use Aluminum due to lightweight and heat dissipation.,280300,OTHER,THOUSAND METRIC TONS,7000.0,10.0,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Aluminum,0.85,Frames and housings for control panels typically use Aluminum due to lightweight and heat dissipation.,280300,INDIA,THOUSAND METRIC TONS,4100.0,5.86,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Aluminum,0.85,Frames and housings for control panels typically use Aluminum due to lightweight and heat dissipation.,280300,RUSSIA,THOUSAND METRIC TONS,3800.0,5.43,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
Bioreactor,Control System,0.93,"Monitors and controls bioprocess parameters such as pH, temperature, dissolved oxygen, and agitation speed, implemented as a dedicated electronic subsystem.",Aluminum,0.85,Frames and housings for control panels typically use Aluminum due to lightweight and heat dissipation.,280300,CANADA,THOUSAND METRIC TONS,3000.0,4.29,0.95,USGS Mineral Commodity Summaries 2024/2023 - authoritative U.S. government production data with global coverage
